Label,Machine,Workflow,NumberSequences,Task,WorkflowInputSize,Realtime,%cpu,rss,rchar,wchar,cpus,read_bytes,write_bytes,vmem,memory,peak_rss,TaskInputSize,TaskInputSizeUncompressed,WorkflowInputUncompressed
train-1,asok01,eager,6577200,fastqc,442941088,120859,87.0,350670848,489241316,2047554,2,443125760,3227648,3087507456,4294967296,350875648,442941088,2082645444,2082645444
train-1,asok01,eager,822200,fastqc,55489783,23418,92.6,331100160,91216172,2035582,2,55730176,2441216,3009867776,4294967296,331100160,55489783,260344382,260344382
train-1,asok01,eager,1644400,fastqc,111047111,40879,95.8,364670976,146892459,2036550,2,111304704,2547712,3087507456,4294967296,364670976,111047111,520689150,520689150
train-1,asok01,eager,411200,fastqc,27757972,15662,122.3,359514112,63589139,2043517,2,27987968,2609152,3087507456,4294967296,359739392,27757972,130201246,130201246
train-1,asok01,eager,205600,fastqc,13863699,11013,140.7,371630080,49617646,2031616,2,13901824,2543616,3091722240,4294967296,371724288,13863699,65101034,65101034
train-1,asok01,eager,3288600,fastqc,221816429,65666,92.9,381308928,257549528,2051995,2,222052352,3067904,3091722240,4294967296,381390848,221816429,1041322068,1041322068
test,asok01,eager,26308272,fastqc,1515197090,272748,141.9,342093824,1561497103,2041899,2,1515200512,3571712,3078250496,4294967296,342253568,1515197090,8330435694,8330435694
train-1,asok01,eager,13154200,fastqc,885333729,181750,113.0,374599680,931633474,2049688,2,885522432,3465216,3089321984,4294967296,374751232,885333729,4165233066,4165233066
train-1,asok01,eager,51400,fastqc,3472602,5500,173.7,298418176,39221455,2030057,2,3477504,2469888,3087507456,4294967296,298418176,3472602,16270684,16270684
train-1,asok01,eager,102800,fastqc,6936992,7856,161.5,326582272,42693909,2013068,2,7028736,2445312,3119308800,4294967296,326586368,6936992,32547762,32547762
train-1,asok01,eager,25800,fastqc,1745321,6893,141.8,292089856,37516272,2032255,2,1875968,2494464,3087507456,4294967296,292139008,1745321,8167824,8167824
train-1,asok01,eager,411200,adapter_removal,27757972,12985,169.6,186826752,76311529,52037236,8,5210112,52097024,18295517184,15032385536,186826752,27758117,130201391,130201246
test,asok01,eager,26308272,adapter_removal,1515197090,804250,159.4,194977792,4402137051,3300334467,8,3743744,3300937728,18295517184,15032385536,194977792,1515197235,8330435839,8330435694
train-1,asok01,eager,13154200,adapter_removal,885333729,392694,161.2,193835008,2331995039,1652597073,8,14331904,1652928512,18295517184,15032385536,195182592,885333874,4165233211,4165233066
train-1,asok01,eager,205600,adapter_removal,13863699,6955,179.0,196337664,39753853,26049457,8,13811712,26099712,18295517184,15032385536,196337664,13863844,65101179,65101034
train-1,asok01,eager,6577200,adapter_removal,442941088,197533,161.4,191283200,1169283914,828510700,8,57417728,828690432,18295517184,15032385536,191840256,442941233,2082645589,2082645444
train-1,asok01,eager,3288600,adapter_removal,221816429,98665,162.7,188063744,587260617,415313914,8,47005696,415424512,18295517184,15032385536,189882368,221816574,1041322213,1041322068
train-1,asok01,eager,822200,adapter_removal,55489783,25226,166.2,185389056,159895310,103956945,8,14151680,104009728,18295517184,15032385536,185430016,55489928,260344527,260344382
train-1,asok01,eager,1644400,adapter_removal,111047111,50185,163.1,185020416,295566299,207930857,8,28053504,208011264,18295517184,15032385536,186695680,111047256,520689295,520689150
train-1,asok01,eager,102800,adapter_removal,6936992,3566,181.1,162144256,21451706,13008489,8,6942720,13062144,18295517184,15032385536,162144256,6937137,32547907,32547762
train-1,asok01,eager,25800,adapter_removal,1745321,1237,217.8,96018432,7773055,3273698,8,1748992,3330048,18297622528,15032385536,96018432,1745466,8167969,8167824
