Label,Machine,Workflow,NumberSequences,Task,WorkflowInputSize,Realtime,%cpu,rss,rchar,wchar,cpus,read_bytes,write_bytes,vmem,memory,peak_rss,TaskInputSize,TaskInputSizeUncompressed,WorkflowInputUncompressed
test,wallyRedCpu,eager,26308272,fastqc,1515197090,184236,144.8,343113728,1561224976,2041921,2,1531146240,3104768,3078180864,4294967296,343113728,1515197090,8330435694,8330435694
train-1,wallyRedCpu,eager,205600,fastqc,13863699,30870,43.0,331673600,49469637,2031608,2,45289472,2539520,3087515648,4294967296,331673600,13863699,65101034,65101034
train-1,wallyRedCpu,eager,6577200,fastqc,442941088,52845,151.0,376741888,478467465,2047542,2,450256896,2568192,3121119232,4294967296,376741888,442941088,2082645444,2082645444
train-1,wallyRedCpu,eager,822200,fastqc,55489783,13532,163.2,360693760,91027075,2035585,2,62394368,2428928,3089575936,4294967296,360693760,55489783,260344382,260344382
train-1,wallyRedCpu,eager,13154200,fastqc,885333729,90614,166.1,378712064,931364392,2049693,2,887033856,2600960,3087515648,4294967296,378712064,885333729,4165233066,4165233066
train-1,wallyRedCpu,eager,1644400,fastqc,111047111,18866,164.0,362700800,146583579,2036552,2,119250944,2412544,3089358848,4294967296,362700800,111047111,520689150,520689150
train-1,wallyRedCpu,eager,3288600,fastqc,221816429,27976,180.1,373190656,257353639,2052001,2,231432192,2428928,3087515648,4294967296,373190656,221816429,1041322068,1041322068
train-1,wallyRedCpu,eager,411200,fastqc,27757972,12069,139.9,372334592,63334140,2043523,2,37449728,2396160,3091730432,4294967296,372482048,27757972,130201246,130201246
train-1,wallyRedCpu,eager,102800,fastqc,6936992,7968,166.7,329318400,42443506,2013083,2,7999488,2420736,3087515648,4294967296,329318400,6936992,32547762,32547762
train-1,wallyRedCpu,eager,51400,fastqc,3472602,7412,177.1,346816512,39025833,2030050,2,3624960,2465792,3091730432,4294967296,346972160,3472602,16270684,16270684
train-1,wallyRedCpu,eager,25800,fastqc,1745321,5415,161.4,317472768,37247315,2032248,2,1847296,2428928,3091730432,4294967296,317562880,1745321,8167824,8167824
train-1,wallyRedCpu,eager,3288600,adapter_removal,221816429,68129,175.1,116613120,586989359,415313331,8,22085632,415395840,18295529472,15032385536,117788672,221816574,1041322213,1041322068
train-1,wallyRedCpu,eager,822200,adapter_removal,55489783,16903,185.9,124547072,149053905,103956746,8,8404992,104009728,18295529472,15032385536,124547072,55489928,260344527,260344382
train-1,wallyRedCpu,eager,6577200,adapter_removal,442941088,136610,175.3,123740160,1169014121,828512527,8,37228544,828633088,18295529472,15032385536,123740160,442941233,2082645589,2082645444
train-1,wallyRedCpu,eager,13154200,adapter_removal,885333729,263545,176.6,123166720,2331723973,1652596620,8,110592,1652805632,18295529472,15032385536,124620800,885333874,4165233211,4165233066
train-1,wallyRedCpu,eager,205600,adapter_removal,13863699,4656,207.7,141606912,50053304,26049296,8,2465792,26099712,18295529472,15032385536,141606912,13863844,65101179,65101034
train-1,wallyRedCpu,eager,411200,adapter_removal,27757972,8608,190.4,120614912,76040725,52037354,8,0,52097024,18295529472,15032385536,120635392,27758117,130201391,130201246
test,wallyRedCpu,eager,26308272,adapter_removal,1515197090,547117,172.5,137719808,4401867161,3300335952,8,0,3300732928,18295529472,15032385536,137719808,1515197235,8330435839,8330435694
train-1,wallyRedCpu,eager,1644400,adapter_removal,111047111,33274,184.3,125444096,295295402,207930770,8,9707520,207982592,18295529472,15032385536,125444096,111047256,520689295,520689150
train-1,wallyRedCpu,eager,102800,adapter_removal,6936992,2460,203.2,121057280,31751119,13008317,8,122880,13062144,18295529472,15032385536,121057280,6937137,32547907,32547762
train-1,wallyRedCpu,eager,51400,adapter_removal,3472602,1445,200.5,86355968,12033847,6492728,8,1077248,6549504,18295529472,15032385536,86355968,3472747,16270829,16270684
train-1,wallyRedCpu,eager,25800,adapter_removal,1745321,848,219.1,11190272,18072593,3273707,8,0,3330048,207769600,15032385536,11190272,1745466,8167969,8167824
train-1,wallyRedCpu,eager,3288600,fastqc_after_clipping,221816429,15136,85.2,307769344,73861701,976844,2,16424960,1253376,3012194304,4294967296,307769344,49861583,262596881,1041322068
train-1,wallyRedCpu,eager,822200,fastqc_after_clipping,55489783,5273,144.3,278224896,36506533,1015353,2,0,1282048,3019354112,4294967296,278224896,12492437,65681675,260344382
train-1,wallyRedCpu,eager,6577200,fastqc_after_clipping,442941088,19304,109.2,304685056,123019730,965104,2,0,1372160,2941714432,4294967296,304685056,99025366,525235969,2082645444
train-1,wallyRedCpu,eager,13154200,fastqc_after_clipping,885333729,34315,104.2,321306624,231159590,970821,2,0,1445888,2941714432,4294967296,321306624,196594036,1050549818,4165233066
train-1,wallyRedCpu,eager,205600,fastqc_after_clipping,13863699,4302,171.9,264429568,27188874,1127520,2,0,1318912,3019354112,4294967296,264429568,3130806,16448893,65101034
train-1,wallyRedCpu,eager,411200,fastqc_after_clipping,27757972,4233,143.7,286855168,30281307,1045381,2,0,1261568,3023568896,4294967296,286945280,6254891,32867912,130201246
test,wallyRedCpu,eager,26308272,fastqc_after_clipping,1515197090,61248,103.0,365703168,426332774,971485,2,0,1380352,3023568896,4294967296,365703168,391767867,2100725230,8330435694
train-1,wallyRedCpu,eager,1644400,fastqc_after_clipping,111047111,7247,126.6,302186496,48998623,997824,2,0,1187840,3019354112,4294967296,302186496,24990553,131384933,520689150
train-1,wallyRedCpu,eager,102800,fastqc_after_clipping,6936992,4298,141.3,269324288,25613311,1097458,2,0,1363968,3021451264,4294967296,269324288,1565643,8202744,32547762
train-1,wallyRedCpu,eager,51400,fastqc_after_clipping,3472602,4244,140.0,257572864,24837766,1108624,2,0,1359872,3023548416,4294967296,257572864,782788,4084751,16270684
train-1,wallyRedCpu,eager,25800,fastqc_after_clipping,1745321,3233,159.5,223490048,24458136,1133327,2,0,1327104,3021635584,4294967296,223490048,395662,2054183,8167824
train-1,wallyRedCpu,eager,3288600,bwa,221816429,194916,683.0,2930429952,8238363679,435013425,8,1544192,93409280,6510751744,15032385536,3049549824,49865679,262600977,1041322068
train-1,wallyRedCpu,eager,1644400,bwa,111047111,98994,664.7,2733305856,4454060231,217855607,8,4096,47656960,5986689024,15032385536,2962419712,24994649,131389029,520689150
