Label,Machine,Workflow,NumberSequences,Task,WorkflowInputSize,Realtime,%cpu,rss,rchar,wchar,cpus,read_bytes,write_bytes,vmem,memory,peak_rss,TaskInputSize,TaskInputSizeUncompressed,WorkflowInputUncompressed
test,n1,eager,26308272,fastqc,1515197090,154370,188.2,363778048,1561228228,2041893,2,7933952,2375680,3087507456,4294967296,363778048,1515197090,8330435694,8330435694
train-1,n1,eager,411200,fastqc,27757972,14366,116.1,368058368,63321659,2043498,2,30965760,2379776,3089784832,4294967296,368058368,27757972,130201246,130201246
train-1,n1,eager,13154200,fastqc,885333729,86397,186.1,381218816,931365621,2049680,2,9056256,2383872,3087507456,4294967296,381218816,885333729,4165233066,4165233066
train-1,n1,eager,822200,fastqc,55489783,11773,166.4,361279488,90948781,2035549,2,0,2375680,3091722240,4294967296,361357312,55489783,260344382,260344382
train-1,n1,eager,3288600,fastqc,221816429,26600,182.4,344834048,257279071,2051964,2,0,2375680,3087507456,4294967296,344834048,221816429,1041322068,1041322068
train-1,n1,eager,1644400,fastqc,111047111,17402,187.5,338051072,146531888,2036514,2,0,2379776,3078172672,4294967296,338051072,111047111,520689150,520689150
train-1,n1,eager,6577200,fastqc,442941088,46407,185.8,368988160,478402770,2047517,2,0,2375680,3087507456,4294967296,368988160,442941088,2082645444,2082645444
train-1,n1,eager,205600,fastqc,13863699,9451,176.1,375279616,49336328,2031583,2,0,2367488,3094544384,4294967296,375279616,13863699,65101034,65101034
train-1,n1,eager,102800,fastqc,6936992,6404,182.0,334233600,42425526,2013046,2,0,2383872,3090137088,4294967296,334233600,6936992,32547762,32547762
train-1,n1,eager,51400,fastqc,3472602,7573,185.0,333008896,38954081,2030024,2,0,2379776,3091722240,4294967296,333070336,3472602,16270684,16270684
train-1,n1,eager,25800,fastqc,1745321,6392,158.6,314339328,37247360,2032223,2,0,2363392,3091722240,4294967296,318996480,1745321,8167824,8167824
train-1,n1,eager,411200,adapter_removal,27757972,8663,192.6,185470976,76042681,52036945,8,561152,52064256,18295517184,15032385536,185470976,27758117,130201391,130201246
train-1,n1,eager,205600,adapter_removal,13863699,4448,214.3,194736128,39485125,26049305,8,0,26066944,18295517184,15032385536,194736128,13863844,65101179,65101034
train-1,n1,eager,13154200,adapter_removal,885333729,259202,186.6,198795264,2331725593,1652595965,8,0,1652711424,18295517184,15032385536,198795264,885333874,4165233211,4165233066
train-1,n1,eager,6577200,adapter_removal,442941088,130800,186.3,184532992,1169016078,828512116,8,0,828555264,18295517184,15032385536,184799232,442941233,2082645589,2082645444
train-1,n1,eager,822200,adapter_removal,55489783,16831,191.6,179511296,149056309,103956968,8,0,103976960,18295517184,15032385536,179511296,55489928,260344527,260344382
test,n1,eager,26308272,adapter_removal,1515197090,524893,184.7,198406144,4401868113,3300333837,8,389120,3300573184,18295517184,15032385536,198856704,1515197235,8330435839,8330435694
train-1,n1,eager,1644400,adapter_removal,111047111,33849,188.9,193024000,295297847,207931023,8,3215360,207949824,18295517184,15032385536,193024000,111047256,520689295,520689150
train-1,n1,eager,3288600,adapter_removal,221816429,65070,188.3,184004608,586991638,415313248,8,0,415342592,18295517184,15032385536,184320000,221816574,1041322213,1041322068
train-1,n1,eager,25800,adapter_removal,1745321,824,241.2,12480512,7504434,3273683,8,0,3297280,275070976,15032385536,12480512,1745466,8167969,8167824
train-1,n1,eager,51400,adapter_removal,3472602,1342,215.3,96813056,12036158,6492801,8,0,6516736,18295517184,15032385536,96813056,3472747,16270829,16270684
train-1,n1,eager,102800,adapter_removal,6936992,2354,211.2,56705024,21182995,13008396,8,0,13029376,18295517184,15032385536,56705024,6937137,32547907,32547762
train-1,n1,eager,411200,fastqc_after_clipping,27757972,5819,137.4,298209280,30283163,1044447,2,937984,1200128,3023560704,4294967296,298299392,6254783,32867912,130201246
train-1,n1,eager,205600,fastqc_after_clipping,13863699,5698,153.8,300859392,27192509,1129708,2,729088,1290240,3023560704,4294967296,300859392,3130842,16448893,65101034
train-1,n1,eager,13154200,fastqc_after_clipping,885333729,38917,103.5,322879488,231161038,969924,2,1585152,1126400,2941706240,4294967296,322879488,196594006,1050549818,4165233066
train-1,n1,eager,6577200,fastqc_after_clipping,442941088,21628,106.9,335437824,123021592,965100,2,471040,1130496,3023560704,4294967296,335437824,99025225,525235969,2082645444
train-1,n1,eager,822200,fastqc_after_clipping,55489783,6331,143.4,302206976,36508885,1014713,2,0,1175552,3021443072,4294967296,302206976,12492500,65681675,260344382
test,n1,eager,26308272,fastqc_after_clipping,1515197090,67290,102.8,350703616,415763535,971473,2,0,1126400,3019345920,4294967296,350703616,391767286,2100725230,8330435694
train-1,n1,eager,1644400,fastqc_after_clipping,111047111,8300,132.0,333815808,49001719,998965,2,0,1155072,3023560704,4294967296,333815808,24990664,131384933,520689150
train-1,n1,eager,3288600,fastqc_after_clipping,221816429,12328,114.1,315215872,73862201,976532,2,0,1155072,3019345920,4294967296,315215872,49861462,262596881,1041322068
train-1,n1,eager,25800,fastqc_after_clipping,1745321,3322,179.9,175136768,24462559,1136961,2,0,1294336,3019345920,4294967296,175136768,395664,2054183,8167824
train-1,n1,eager,51400,fastqc_after_clipping,3472602,4275,140.5,254906368,24839658,1109483,2,0,1261568,3023560704,4294967296,254996480,782809,4084751,16270684
train-1,n1,eager,102800,fastqc_after_clipping,6936992,4262,145.2,258658304,25615603,1098287,2,0,1261568,3021443072,4294967296,258658304,1565717,8202744,32547762
train-1,n1,eager,205600,bwa,13863699,17438,508.5,1661857792,1875681656,27757451,8,52690944,6746112,2681417728,15032385536,1766948864,3134938,16452989,65101034
train-1,n1,eager,3288600,bwa,221816429,211680,679.0,3078516736,8238365388,435015490,8,32579584,93409280,6510743552,15032385536,3079344128,49865558,262600977,1041322068
train-1,n1,eager,1644400,bwa,111047111,105475,660.5,2782593024,4454042382,217835044,8,217088,47640576,5980360704,15032385536,2983538688,24994760,131389029,520689150
train-1,n1,eager,6577200,bwa,442941088,413013,684.5,3265765376,15804448229,867977250,8,5353472,184610816,6747037696,15032385536,3274264576,99029321,525240065,2082645444
train-1,n1,eager,25800,bwa,1745321,3408,368.3,876064768,1846647895,3751477,8,397312,1159168,1617133568,15032385536,1039036416,399760,2058279,8167824
train-1,n1,eager,411200,bwa,27757972,26674,665.4,2325385216,1908919252,54963520,8,3563520,12791808,3634991104,15032385536,2325385216,6258879,32872008,130201246
test,n1,eager,26308272,bwa,1515197090,1643358,687.1,3391946752,60040240151,3482419993,8,19730432,724840448,6985314304,15032385536,3968925696,391771382,2100729326,8330435694
train-1,n1,eager,822200,bwa,55489783,53491,649.6,2311131136,3147603730,108849094,8,409600,24539136,6982881280,15032385536,2574147584,12496596,65685771,260344382
train-1,n1,eager,13154200,bwa,885333729,830693,682.4,3309596672,30939952198,1738838850,8,970752,365969408,6744797184,15032385536,3423334400,196598102,1050553914,4165233066
train-1,n1,eager,102800,bwa,6936992,8222,542.3,1278410752,1859042578,14040311,8,1568768,3604480,2104766464,15032385536,1374113792,1569813,8206840,32547762
train-1,n1,eager,51400,bwa,3472602,5140,425.0,1008062464,1850744983,7162537,8,786432,1986560,1829756928,15032385536,1085284352,786905,4088847,16270684
train-1,n1,eager,205600,samtools_flagstat,13863699,105,78.3,3125248,3646598,559,1,0,4096,5615616,1073741824,3125248,4460188,4460188,65101034
train-1,n1,eager,1644400,samtools_flagstat,111047111,602,88.3,6348800,28285468,562,1,131072,4096,12357632,1073741824,6348800,29417971,29417971,520689150
train-1,n1,eager,3288600,samtools_flagstat,221816429,1094,89.5,4661248,56053062,563,1,0,4096,12357632,1073741824,4661248,57108170,57108170,1041322068
train-1,n1,eager,6577200,samtools_flagstat,442941088,2002,89.7,4677632,111189487,565,1,0,4096,12357632,1073741824,4677632,112098169,112098169,2082645444
train-1,n1,eager,822200,samtools_flagstat,55489783,428,59.3,6262784,14252598,562,1,0,4096,12357632,1073741824,6262784,15400280,15400280,260344382
train-1,n1,eager,13154200,samtools_flagstat,885333729,3522,93.2,4653056,220148222,565,1,0,4096,12357632,1073741824,4653056,220846366,220846366,4165233066
train-1,n1,eager,411200,samtools_flagstat,27757972,250,50.2,4694016,7199031,561,1,3219456,4096,12222464,1073741824,4694016,8228985,8228985,130201246
train-1,n1,eager,25800,samtools_flagstat,1745321,94,27.9,3133440,506679,558,1,458752,4096,5615616,1073741824,3133440,877692,877692,8167824
test,n1,eager,26308272,samtools_flagstat,1515197090,7080,94.0,6430720,433890808,566,1,0,4096,12357632,1073741824,6430720,434375996,434375996,8330435694
train-1,n1,eager,51400,samtools_flagstat,3472602,38,88.9,0,954973,558,1,0,4096,0,1073741824,0,1414255,1414255,16270684
train-1,n1,eager,102800,samtools_flagstat,6936992,47,76.9,3088384,1854357,559,1,0,4096,5615616,1073741824,3088384,2459646,2459646,32547762
train-1,n1,eager,411200,samtools_filter,27757972,194,205.0,9895936,9359683,3068006,4,0,3072000,468328448,8589934592,9895936,8228985,8228985,130201246
train-1,n1,eager,1644400,samtools_filter,111047111,570,253.8,10506240,36686943,9506103,4,0,9519104,468328448,8589934592,10506240,29417971,29417971,520689150
train-1,n1,eager,411200,samtools_flagstat_after_filter,27757972,44,87.0,3112960,2194903,560,1,0,4096,5615616,1073741824,3112960,3067827,3067827,130201246
train-1,n1,eager,411200,markduplicates,27757972,6986,131.3,1376264192,30284470,3673845,2,22208512,3698688,7702335488,4294967296,1376264192,3067827,3067827,130201246
train-1,n1,eager,6577200,samtools_filter,442941088,2092,272.9,10141696,143738713,33535932,4,0,33562624,468328448,8589934592,10141696,112098169,112098169,2082645444
train-1,n1,eager,411200,preseq,27757972,457,79.4,3330048,2194907,730,1,659456,4096,9097216,1073741824,3330048,2144939,2144939,130201246
train-1,n1,eager,1644400,samtools_flagstat_after_filter,111047111,224,68.1,6479872,8435727,563,1,0,4096,12357632,1073741824,6479872,9505923,9505923,520689150
train-1,n1,eager,1644400,preseq,111047111,1425,89.8,7704576,8435730,2540,1,0,4096,13529088,1073741824,7704576,8385755,8385755,520689150
train-1,n1,eager,3288600,samtools_filter,221816429,1200,240.6,9895936,72572100,17596165,4,0,17616896,468328448,8589934592,9895936,57108170,57108170,1041322068
train-1,n1,eager,13154200,samtools_filter,885333729,4152,273.9,10481664,283900932,64585100,4,0,64684032,468328448,8589934592,10481664,220846366,220846366,4165233066
train-1,n1,eager,6577200,samtools_flagstat_after_filter,442941088,604,86.9,6279168,32583480,563,1,0,4096,12357632,1073741824,6279168,33535752,33535752,2082645444
train-1,n1,eager,6577200,preseq,442941088,5620,93.0,7675904,32583481,10213,1,0,12288,13656064,1073741824,7675904,32533504,32533504,2082645444
train-1,n1,eager,1644400,markduplicates,111047111,8636,155.5,1486864384,48865629,9970727,2,0,9998336,7702335488,4294967296,1486864384,9505923,9505923,520689150
train-1,n1,eager,3288600,samtools_flagstat_after_filter,221816429,362,78.9,6275072,16553288,563,1,0,4096,12357632,1073741824,6275072,17595985,17595985,1041322068
train-1,n1,eager,3288600,preseq,221816429,2745,90.0,7409664,16553291,5103,1,0,8192,13656064,1073741824,7409664,16503313,16503313,1041322068
test,n1,eager,26308272,samtools_filter,1515197090,8098,274.2,10432512,557260681,124022574,4,0,124178432,468328448,8589934592,10432512,434375996,434375996,8330435694
train-1,n1,eager,411200,damageprofiler,27757972,9714,90.2,273973248,38597491,133237,1,8712192,217088,7308218368,4294967296,274182144,681397017,681397017,130201246
train-1,n1,eager,13154200,samtools_flagstat_after_filter,885333729,1112,91.8,4694016,63786963,566,1,0,4096,12357632,1073741824,4694016,64584919,64584919,4165233066
train-1,n1,eager,6577200,markduplicates,442941088,21285,147.0,2331189248,120588946,33280575,2,2498560,33308672,7702335488,4294967296,2331197440,33535752,33535752,2082645444
